Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12785,2012-10-22,-0.03684214,0.0103415217,0.0053898227,21,100
Market-Adjusted Model,12786,2012-10-22,-0.230658002,-0.199204903,-0.188426039,21,100
Market-Adjusted Model,12787,2012-10-22,-0.036687669,0.0144983834,0.0055442937,21,100
Market-Adjusted Model,12788,2012-10-22,-0.015720467,0.0278064132,0.0265114958,21,100
Market-Adjusted Model,12789,2012-10-22,-0.050131943,0.0031095796,-0.00789998,21,100
Market-Adjusted Model,12791,2012-10-22,-0.008992748,0.0507935813,0.0332392152,21,100
Market-Adjusted Model,12792,2012-10-22,0.0035424946,0.0458470712,0.0457744577,21,100
Market-Adjusted Model,12793,2012-10-22,-0.092024526,-0.047812936,-0.049792563,21,100
Market-Adjusted Model,12794,2012-10-22,-0.096659823,-0.054509429,-0.05442786,21,100
Market-Adjusted Model,12795,2012-10-22,-0.101476044,-0.053863051,-0.059244081,21,100
Market-Adjusted Model,12796,2012-10-22,-0.006307373,0.0384489001,0.0359245899,21,100
Market-Adjusted Model,12797,2012-10-22,-0.311122285,-0.320682113,-0.268890322,21,100
Market-Adjusted Model,12798,2012-10-22,-0.090153508,-0.047784214,-0.047921545,21,100
Market-Adjusted Model,12799,2012-10-22,-0.12561987,-0.088952593,-0.083387906,21,100
Market-Adjusted Model,12826,2012-10-22,-0.008316796,0.0352825588,0.0339151672,21,100
Market-Adjusted Model,12827,2012-10-22,-0.022490214,0.0199771489,0.019741749,21,100
Market-Adjusted Model,12828,2012-10-22,-0.07134121,-0.029629841,-0.029109247,21,100
Market-Adjusted Model,12831,2012-10-22,-0.02153668,0.0215099469,0.0206952828,21,100
Market-Adjusted Model,12832,2012-10-22,0.0008138968,0.0432356934,0.0430458599,21,100
Market-Adjusted Model,12833,2012-10-22,0.0067552047,0.1123937263,0.0489871678,21,100
Market-Adjusted Model,12834,2012-10-22,-0.024875664,0.0185644919,0.0173562988,21,100
Market-Adjusted Model,12835,2012-10-22,-0.339610783,-0.340621626,-0.29737882,21,100
Market-Adjusted Model,12836,2012-10-22,-0.020563976,0.022306478,0.0216679872,21,100
Market-Adjusted Model,12839,2012-10-22,-0.04501157,-0.002947932,-0.002779607,21,100
Market-Adjusted Model,12840,2012-10-22,-0.150000014,-0.100315501,-0.107768051,21,100
Market-Adjusted Model,12841,2012-10-22,0.0093666156,0.2258235623,0.0515985787,21,100
Market-Adjusted Model,12842,2012-10-22,-0.014224133,0.0339163191,0.0280078298,21,100
Market-Adjusted Model,12843,2012-10-22,0.001438546,0.0665022952,0.0436705091,21,100
Market-Adjusted Model,12844,2012-10-22,-0.005430044,0.1184083847,0.0368019195,21,100
Market-Adjusted Model,12847,2012-10-22,0.0061989315,0.05557259,0.0484308946,21,100
Market-Adjusted Model,12848,2012-10-22,-0.081128133,-0.027698994,-0.03889617,21,100
Market-Adjusted Model,12850,2012-10-22,0.0400651305,0.0823135261,0.0822970936,21,100
Market-Adjusted Model,12852,2012-10-22,-0.119315212,-0.078890858,-0.077083249,21,100
Market-Adjusted Model,12855,2012-10-22,-0.004922687,0.0388994928,0.0373092756,21,100
Market-Adjusted Model,12856,2012-10-22,-0.012006179,0.0308611564,0.0302257838,21,100
Market-Adjusted Model,12857,2012-10-22,0.0360607028,0.0783151182,0.0782926659,21,100
Market-Adjusted Model,12858,2012-10-22,0.0091699823,0.0528442088,0.0514019454,21,100
Market-Adjusted Model,12859,2012-10-22,0.0179324986,0.0615287177,0.0601644617,21,100
Market-Adjusted Model,12860,2012-10-22,-0.049611994,-0.007112633,-0.007380031,21,100
Market-Adjusted Model,12863,2012-10-22,-0.028636886,0.0138139272,0.0135950767,21,100
Market-Adjusted Model,12864,2012-10-22,-0.040309004,0.0020508415,0.0019229595,21,100
Market-Adjusted Model,12865,2012-10-22,-0.287855125,-0.281882618,-0.245623162,21,100
Market-Adjusted Model,12867,2012-10-22,-0.025628911,0.0169238072,0.0166030521,21,100
Market-Adjusted Model,12868,2012-10-22,-0.017324533,0.0251611872,0.0249074305,21,100
Market-Adjusted Model,12870,2012-10-22,0.0030471203,0.0453462714,0.0452790834,21,100
Market-Adjusted Model,12871,2012-10-22,0.0138415395,0.0636580321,0.0560735026,21,100
Market-Adjusted Model,12872,2012-10-22,0.0107526898,0.0583619221,0.0529846529,21,100
Market-Adjusted Model,12873,2012-10-22,-0.19922256,-0.161086527,-0.156990597,21,100
Market-Adjusted Model,12874,2012-10-22,0.0044904625,0.0467959985,0.0467224256,21,100
Market-Adjusted Model,12875,2012-10-22,-0.055367687,-0.014038927,-0.013135724,21,100
Market-Adjusted Model,12876,2012-10-22,-0.024580742,0.0184614462,0.0176512213,21,100
Market-Adjusted Model,12877,2012-10-22,-0.072992666,-0.032141034,-0.030760703,21,100
Market-Adjusted Model,12878,2012-10-22,-0.043352624,0.0084877705,-0.001120661,21,100
Market-Adjusted Model,12879,2012-10-22,-0.097323582,-0.050023068,-0.055091619,21,100
Market-Adjusted Model,12880,2012-10-22,0.1231161021,0.1625856201,0.1653480652,21,100
Market-Adjusted Model,12881,2012-10-22,-0.161392398,-0.129347229,-0.119160434,21,100
Market-Adjusted Model,12882,2012-10-22,-0.15110937,-0.11229801,-0.108877407,21,100
Market-Adjusted Model,12883,2012-10-22,0.279450029,0.3234322184,0.3216819921,21,100
Market-Adjusted Model,12884,2012-10-22,-0.039711204,0.0023690927,0.0025207591,21,100
Market-Adjusted Model,12885,2012-10-22,-0.090159094,-0.047821712,-0.047927131,21,100
Market-Adjusted Model,12886,2012-10-22,-0.002103155,0.042875831,0.0401288082,21,100
Market-Adjusted Model,12887,2012-10-22,0.0289655153,0.0983600054,0.0711974783,21,100
Market-Adjusted Model,12890,2012-10-22,-0.382830136,-0.390944642,-0.340598173,21,100
Market-Adjusted Model,12891,2012-10-22,-0.120886819,-0.082073475,-0.078654856,21,100
Market-Adjusted Model,12892,2012-10-22,0.0105527612,0.0533394545,0.0527847243,21,100
Market-Adjusted Model,12893,2012-10-22,-0.062001754,-0.018199628,-0.019769791,21,100
Market-Adjusted Model,12894,2012-10-22,0.0404984788,0.0871341314,0.0827304419,21,100
Market-Adjusted Model,12895,2012-10-22,-0.041132404,0.0012023954,0.0010995594,21,100
Market-Adjusted Model,12898,2012-10-22,-0.005325453,0.0380990745,0.0369065103,21,100
Market-Adjusted Model,12899,2012-10-22,0.0002772106,0.0427851947,0.0425091737,21,100
Market-Adjusted Model,12900,2012-10-22,-0.05446129,-0.0120512,-0.012229327,21,100
Market-Adjusted Model,12901,2012-10-22,-0.016961688,0.0260505376,0.0252702755,21,100
Market-Adjusted Model,12902,2012-10-22,-0.010836701,0.0315080697,0.0313952616,21,100
Market-Adjusted Model,12903,2012-10-22,-0.15140186,-0.115020191,-0.109169897,21,100
Market-Adjusted Model,12904,2012-10-22,0.0034509232,0.045779717,0.0456828863,21,100
Market-Adjusted Model,12905,2012-10-22,0.0084185979,0.0542096688,0.050650561,21,100
Market-Adjusted Model,12906,2012-10-22,-0.097065429,-0.053036248,-0.054833466,21,100
Market-Adjusted Model,12907,2012-10-22,-0.202127654,-0.173567518,-0.159895691,21,100
Market-Adjusted Model,12908,2012-10-22,-0.016899302,0.0270902837,0.0253326608,21,100
Market-Adjusted Model,12911,2012-10-22,-0.026271542,0.019249072,0.0159604206,21,100
Market-Adjusted Model,12912,2012-10-22,0.05685622,0.1137918359,0.099088183,21,100
Market-Adjusted Model,12913,2012-10-22,-0.145958989,-0.108808067,-0.103727026,21,100
Market-Adjusted Model,12914,2012-10-22,0.0120262078,0.056144428,0.0542581709,21,100
Market-Adjusted Model,12915,2012-10-22,-0.1627558,-0.13009472,-0.120523837,21,100
Market-Adjusted Model,12916,2012-10-22,-0.044586011,-0.001025938,-0.002354048,21,100
Market-Adjusted Model,12919,2012-10-22,-0.317365261,-0.325971531,-0.275133297,21,100
Market-Adjusted Model,12920,2012-10-22,0.0178970765,0.0604285571,0.0601290396,21,100
Market-Adjusted Model,12921,2012-10-22,-0.043409813,0.0014775206,-0.00117785,21,100
Market-Adjusted Model,12922,2012-10-22,-0.357597145,-0.380340146,-0.315365182,21,100
Market-Adjusted Model,12923,2012-10-22,-0.060728784,-0.018765016,-0.01849682,21,100
Market-Adjusted Model,12924,2012-10-22,0.0630037097,0.117397882,0.1052356728,21,100
Market-Adjusted Model,12927,2012-10-22,-0.281538053,-0.264481201,-0.23930609,21,100
Market-Adjusted Model,12946,2012-10-22,-0.012142493,0.030940637,0.0300894705,21,100
Market-Adjusted Model,12947,2012-10-22,-0.011070234,0.0317703025,0.0311617289,21,100
Market-Adjusted Model,12948,2012-10-22,-0.036435467,0.0068902334,0.0057964958,21,100
Market-Adjusted Model,12949,2012-10-22,-0.011927445,0.0324972793,0.0303045184,21,100
Market-Adjusted Model,12950,2012-10-22,-0.030782909,0.0117237537,0.0114490537,21,100
Market-Adjusted Model,12951,2012-10-22,-0.026878562,0.0156617813,0.0153534009,21,100
Market-Adjusted Model,12952,2012-10-22,-0.177889435,-0.148333194,-0.135657472,21,100
Market-Adjusted Model,12953,2012-10-22,-0.067594902,-0.026073709,-0.025362939,21,100
Market-Adjusted Model,12954,2012-10-22,0.0176390839,0.0685778802,0.0598710469,21,100
Market-Adjusted Model,12955,2012-10-22,-0.040183307,0.0022102092,0.0020486561,21,100
Market-Adjusted Model,12956,2012-10-22,-0.0113279,0.0321500747,0.030904063,21,100
Market-Adjusted Model,12957,2012-10-22,-0.017974667,0.0255235711,0.0242572964,21,100
Market-Adjusted Model,12959,2012-10-22,-0.273622027,-0.26698421,-0.231390064,21,100
Market-Adjusted Model,12960,2012-10-22,0.2802275742,0.3161966268,0.3224595373,21,100
Market-Adjusted Model,12961,2012-10-22,-0.00050136,0.0420442053,0.0417306033,21,100
Market-Adjusted Model,12962,2012-10-22,0.0315106767,0.0767498485,0.0737426398,21,100
Market-Adjusted Model,12963,2012-10-22,-0.269230784,-0.260253358,-0.22699882,21,100
Market-Adjusted Model,12964,2012-10-22,0.0263026656,0.0701365396,0.0685346287,21,100
Market-Adjusted Model,12965,2012-10-22,-0.067181459,-0.02426307,-0.024949496,21,100
Market-Adjusted Model,12966,2012-10-22,-0.025238038,0.0185342711,0.0169939254,21,100
Market-Adjusted Model,12967,2012-10-22,0.0048426125,0.0520909284,0.0470745756,21,100
Market-Adjusted Model,12971,2012-10-22,0.0075313954,0.0704381343,0.0497633585,21,92
Market-Adjusted Model,12972,2012-10-22,0.0460274047,0.0916811087,0.0882593678,21,100
Market-Adjusted Model,12973,2012-10-22,0.0235578509,0.0667904461,0.065789814,21,100
Market-Adjusted Model,12974,2012-10-22,-0.055023793,-0.013746361,-0.01279183,21,100
Market-Adjusted Model,12975,2012-10-22,-0.035070289,0.007457236,0.007161674,21,100
Market-Adjusted Model,12978,2012-10-22,-0.023229725,0.0197471385,0.019002238,21,100
Market-Adjusted Model,12979,2012-10-22,-0.003521133,0.0387969169,0.0387108305,21,100
Market-Adjusted Model,12980,2012-10-22,-0.004536894,0.0377983655,0.0376950694,21,100
Market-Adjusted Model,12981,2012-10-22,0.0349376614,0.0858480668,0.0771696244,21,100
Market-Adjusted Model,12982,2012-10-22,0.0531496018,0.1096687151,0.0953815649,21,100
Market-Adjusted Model,12983,2012-10-22,-0.016816595,0.0256013828,0.0254153677,21,100
Market-Adjusted Model,12986,2012-10-22,0.0102553722,0.0527343854,0.0524873353,21,100
Market-Adjusted Model,12987,2012-10-22,-0.001244336,0.0605422243,0.0288368754,18,100
Market-Adjusted Model,12988,2012-10-22,0.0102627253,0.0526713761,0.0524946884,21,100
Market-Adjusted Model,12989,2012-10-22,-0.019893932,0.0100200012,0.0101872785,18,100
Market-Adjusted Model,12990,2012-10-22,0.0235849053,0.0536135137,0.0536661162,18,100
Market-Adjusted Model,12991,2012-10-22,-0.003741428,0.038891745,0.0384905352,21,100
Market-Adjusted Model,12994,2012-10-22,-0.027584096,0.0180172933,0.0146478669,21,100
Market-Adjusted Model,12995,2012-10-22,0.0174028722,0.0596117472,0.0596348353,21,100
Market-Adjusted Model,12996,2012-10-22,0.0067255056,0.0490370017,0.0489574687,21,100
Market-Adjusted Model,12997,2012-10-22,-0.000444229,0.0432324311,0.0417877337,21,100
Market-Adjusted Model,12998,2012-10-22,-0.058983821,-0.017406634,-0.016751858,21,100
Market-Adjusted Model,12999,2012-10-22,-0.021526425,0.0222534543,0.0207055376,21,100
Market-Adjusted Model,13000,2012-10-22,-0.103155743,-0.064891969,-0.06092378,21,100
Market-Adjusted Model,13001,2012-10-22,0.0502835183,0.0928753273,0.0925154814,21,100
Market-Adjusted Model,13002,2012-10-22,-0.016209959,0.0270066388,0.0260220037,21,100
Market-Adjusted Model,13003,2012-10-22,0.0072543386,0.0502897491,0.0494863017,21,100
Market-Adjusted Model,13006,2012-10-22,-0.100600611,-0.056602323,-0.058368648,21,100
Market-Adjusted Model,13007,2012-10-22,0.0450381045,0.0892492336,0.0872700676,21,100
Market-Adjusted Model,13008,2012-10-22,-0.009719479,0.0343748134,0.0325124837,21,100
Market-Adjusted Model,13009,2012-10-22,0.0176868565,0.0613064518,0.0599188196,21,100
Market-Adjusted Model,13013,2012-10-22,0.0240743272,0.0705725312,0.0663062903,21,100
Market-Adjusted Model,13014,2012-10-22,0.0194472162,0.0630646805,0.0616791793,21,100
Market-Adjusted Model,13015,2012-10-22,-0.045428681,-0.002754127,-0.003196717,21,100
Market-Adjusted Model,13016,2012-10-22,-0.047793224,-0.004487496,-0.005561261,21,100
Market-Adjusted Model,13017,2012-10-22,0.0085443422,0.0510159379,0.0507763053,21,100
Market-Adjusted Model,13018,2012-10-22,-0.05090913,-0.006578812,-0.008677167,21,100
Market-Adjusted Model,13019,2012-10-22,-0.108254358,-0.069101794,-0.066022395,21,100
Market-Adjusted Model,13022,2012-10-22,-0.013770539,0.0290203543,0.0284614242,21,100
Market-Adjusted Model,13023,2012-10-22,0.002296746,0.0446968093,0.0445287091,21,100
Market-Adjusted Model,13024,2012-10-22,-0.027506929,0.0148292252,0.0147250345,21,100
Market-Adjusted Model,13025,2012-10-22,-0.009352285,0.0335892624,0.0328796784,21,100
Market-Adjusted Model,13026,2012-10-22,-0.017291535,0.0252914991,0.0249404278,21,100
Market-Adjusted Model,13027,2012-10-22,-0.036815878,0.0052389065,0.005416085,21,100
Market-Adjusted Model,13028,2012-10-22,0.00674891,0.0491900726,0.0489808731,21,100
Market-Adjusted Model,13029,2012-10-22,-0.118668026,-0.068231424,-0.076436063,21,100
Market-Adjusted Model,13030,2012-10-22,0.1281497294,0.2233279754,0.1703816925,21,100
Market-Adjusted Model,13031,2012-10-22,0.0352213129,0.0893678012,0.077453276,21,100
Market-Adjusted Model,13032,2012-10-22,-0.064881156,-0.011608411,-0.022649193,21,100
Market-Adjusted Model,13033,2012-10-22,-0.033872704,0.0084398665,0.0083592595,21,100
Market-Adjusted Model,13034,2012-10-22,-0.031128448,0.0109561202,0.0111035152,21,100
Market-Adjusted Model,13035,2012-10-22,0.0108970487,0.0566455846,0.0531290117,21,100
Market-Adjusted Model,13036,2012-10-22,-0.006443324,0.0377904666,0.0357886395,21,100
Market-Adjusted Model,13037,2012-10-22,-0.06198655,-0.021197617,-0.019754587,21,100
Market-Adjusted Model,13038,2012-10-22,-0.053030279,-0.006585591,-0.010798316,21,100
Market-Adjusted Model,13041,2012-10-22,0.1082802429,0.1509219763,0.150512206,21,100
Market-Adjusted Model,13042,2012-10-22,-0.008103941,-0.003603567,-0.003647895,7,100
Market-Adjusted Model,13043,2012-10-22,-0.007899364,-0.003375189,-0.003443319,7,100
Market-Adjusted Model,13045,2012-10-22,-0.008846243,-0.004205484,-0.004390198,7,100
Market-Adjusted Model,13046,2012-10-22,-0.174437232,-0.141721036,-0.132205269,21,100
Market-Adjusted Model,13049,2012-10-22,-0.209876562,-0.179496628,-0.167644599,21,100
Market-Adjusted Model,13056,2012-10-22,0.0202864054,0.0625540345,0.0625183685,21,100
Market-Adjusted Model,13076,2012-10-22,-0.017829057,0.0250565484,0.0244029061,21,100
Market-Adjusted Model,13077,2012-10-22,-0.008491511,0.0351006774,0.033740452,21,100
Market-Adjusted Model,13079,2012-10-22,-0.020255962,0.0248415487,0.0219760012,21,100
Market-Adjusted Model,13080,2012-10-22,-0.05584376,-0.005225621,-0.013611797,21,100
Market-Adjusted Model,13081,2012-10-22,-0.038269555,0.0116995607,0.0039624084,21,100
Market-Adjusted Model,13082,2012-10-22,-0.004875684,0.0375937472,0.0373562791,21,100
Market-Adjusted Model,13083,2012-10-22,-0.091125146,-0.050816889,-0.048893183,21,100
Market-Adjusted Model,13084,2012-10-22,0.0008367031,0.0473041751,0.0430686662,21,100
Market-Adjusted Model,13085,2012-10-22,-0.014729125,0.029467783,0.0275028379,21,100
Market-Adjusted Model,13086,2012-10-22,0.0237565322,0.0660412686,0.0659884953,21,100
Market-Adjusted Model,13087,2012-10-22,-0.017808852,0.0245471641,0.0244231111,21,100
Market-Adjusted Model,13088,2012-10-22,-0.009567583,0.0328070804,0.0326643797,21,100
Market-Adjusted Model,13089,2012-10-22,-0.068953558,-0.027505115,-0.026721595,21,100
Market-Adjusted Model,13090,2012-10-22,-0.018220102,0.0254091766,0.0240118614,21,100
Market-Adjusted Model,13091,2012-10-22,-0.00677913,0.0371482767,0.0354528333,21,100
Market-Adjusted Model,13092,2012-10-22,-0.056585879,-0.013936097,-0.014353916,21,100
Market-Adjusted Model,13093,2012-10-22,0.0803572219,0.1236413092,0.122589185,21,100
Market-Adjusted Model,13094,2012-10-22,-0.00568599,-0.001219064,-0.001229945,7,100
Market-Adjusted Model,13095,2012-10-22,-0.003187053,0.001261637,0.0012689929,7,100
Market-Adjusted Model,13096,2012-10-22,-0.004996405,-0.000565239,-0.00054036,7,100
Market-Adjusted Model,13097,2012-10-22,0.104895185,0.1531009187,0.147127148,21,100
Market-Adjusted Model,13102,2012-10-22,-0.082160582,-0.042244175,-0.039928619,21,100
Market-Adjusted Model,13103,2012-10-22,-0.012923018,0.0327032188,0.0293089449,21,100
Market-Adjusted Model,13104,2012-10-22,0.0314720247,0.0757653932,0.0737039878,21,100
Market-Adjusted Model,13105,2012-10-22,-0.117124754,-0.074567534,-0.07489279,21,100
Market-Adjusted Model,13106,2012-10-22,-0.025925895,0.0549363313,0.0163060683,21,100
Market-Adjusted Model,13107,2012-10-22,-0.020618516,0.0274168664,0.0216134471,21,100
Market-Adjusted Model,13108,2012-10-22,-0.283809525,-0.278522722,-0.241577562,21,100
Market-Adjusted Model,13109,2012-10-22,-0.012587436,0.0350314323,0.0296445267,21,100
Market-Adjusted Model,13110,2012-10-22,-0.115522409,-0.07662472,-0.073290446,21,100
Market-Adjusted Model,13111,2012-10-22,-0.186658101,-0.154139624,-0.144426138,21,100
Market-Adjusted Model,13112,2012-10-22,0.042854659,0.0850117653,0.0850866221,21,100
Market-Adjusted Model,13113,2012-10-22,-0.202150548,-0.175592131,-0.159918584,21,100
Market-Adjusted Model,13114,2012-10-22,-0.079353412,-0.038659071,-0.037121449,21,100
Market-Adjusted Model,13115,2012-10-22,-0.275714264,-0.267323689,-0.233482301,21,100
Market-Adjusted Model,13116,2012-10-22,0.0179104505,0.0667487268,0.0601424136,21,100
Market-Adjusted Model,13117,2012-10-22,-0.014291073,0.0299870999,0.0279408902,21,100
Market-Adjusted Model,13118,2012-10-22,-0.045506468,-0.002946446,-0.003274505,21,100
Market-Adjusted Model,13121,2012-10-22,-0.304635785,-0.286732761,-0.262403822,21,100
Market-Adjusted Model,13122,2012-10-22,-0.017053541,0.0414394104,0.0251784225,21,100
Market-Adjusted Model,13123,2012-10-22,-0.004218761,0.0413543571,0.0380132016,21,100
Market-Adjusted Model,13124,2012-10-22,-0.075541196,-0.030911432,-0.033309233,21,100
Market-Adjusted Model,13125,2012-10-22,-0.009308852,0.0347897581,0.0329231111,21,100
Market-Adjusted Model,13126,2012-10-22,-0.094890479,-0.055216786,-0.052658516,21,100
Market-Adjusted Model,13129,2012-10-22,-0.030203108,0.0136816578,0.0120288555,21,100
Market-Adjusted Model,13130,2012-10-22,-0.038976593,0.0031769807,0.0032553702,21,100
Market-Adjusted Model,13131,2012-10-22,-0.031399966,0.0107913408,0.0108319972,21,100
Market-Adjusted Model,13132,2012-10-22,-0.014392964,0.0301255632,0.0278389995,21,100
Market-Adjusted Model,13133,2012-10-22,-0.01827571,0.0254014563,0.0239562534,21,100
Market-Adjusted Model,13134,2012-10-22,0.0373186092,0.0797160124,0.0795505723,21,100
Market-Adjusted Model,13137,2012-10-22,0.0011655591,0.0434897118,0.0433975222,21,100
Market-Adjusted Model,13138,2012-10-22,-0.000146326,0.042511552,0.0420856367,21,100
Market-Adjusted Model,13139,2012-10-22,-0.043522799,0.0030766049,-0.001290836,21,100
Market-Adjusted Model,13140,2012-10-22,-0.147435837,-0.110937327,-0.105203874,21,100
Market-Adjusted Model,13141,2012-10-22,-0.112346406,-0.071380796,-0.070114443,21,100
Market-Adjusted Model,13142,2012-10-22,0.0215114404,0.0675658925,0.0637434035,21,100
Market-Adjusted Model,13145,2012-10-22,0.0008760046,0.0467447444,0.0431079676,21,100
Market-Adjusted Model,13159,2012-10-22,-0.156196964,-0.121596356,-0.113965001,21,100
Market-Adjusted Model,13160,2012-10-22,-0.159351823,-0.113130177,-0.11711986,21,100
Market-Adjusted Model,13161,2012-10-22,-0.070170076,-0.008332578,-0.027938113,21,100
Market-Adjusted Model,13162,2012-10-22,-0.026199103,0.0181920997,0.0160328603,21,100
Market-Adjusted Model,13163,2012-10-22,0.0522317096,0.0939038365,0.0944636726,21,100
Market-Adjusted Model,13165,2012-10-22,-0.00740853,-0.004666603,-0.004729341,9,100
Market-Adjusted Model,13166,2012-10-22,-0.0149031,-0.012307766,-0.012223911,9,100
Market-Adjusted Model,13167,2012-10-22,-0.242677884,-0.226824484,-0.200445921,21,100
Market-Adjusted Model,13168,2012-10-22,0.0152283794,0.0774911596,0.0574603425,21,100
Market-Adjusted Model,13169,2012-10-22,-0.100806447,-0.049291179,-0.058574484,21,100
Market-Adjusted Model,13170,2012-10-22,-0.007506127,0.0356661656,0.034725836,21,100
Market-Adjusted Model,13171,2012-10-22,0.0016440116,0.0500401171,0.0438759747,21,100
Market-Adjusted Model,13172,2012-10-22,0.0238398011,0.0681345457,0.0660717642,21,100
Market-Adjusted Model,13173,2012-10-22,-0.021957917,0.0207607555,0.0202740463,21,100
Market-Adjusted Model,13174,2012-10-22,-0.043532439,-0.001447434,-0.001300476,21,100
Market-Adjusted Model,13175,2012-10-22,-0.039679746,0.0025489247,0.0025522171,21,100
Market-Adjusted Model,13176,2012-10-22,-0.02718631,0.0151926279,0.0150456535,21,100
Market-Adjusted Model,13177,2012-10-22,-0.024752474,0.017576044,0.0174794887,21,100
Market-Adjusted Model,13180,2012-10-22,-0.012863195,0.038441003,0.0293687682,21,100
Market-Adjusted Model,13181,2012-10-22,-0.080884866,-0.033409708,-0.038652903,21,100
Market-Adjusted Model,13182,2012-10-22,-0.038536707,0.0039181143,0.0036952566,21,100
Market-Adjusted Model,13183,2012-10-22,-0.017251465,0.0263309803,0.0249804979,21,100
Market-Adjusted Model,13184,2012-10-22,0.0348357435,0.0779589778,0.0770677066,21,100
Market-Adjusted Model,13185,2012-10-22,-0.100036714,-0.060860335,-0.057804751,21,100
Market-Adjusted Model,13188,2012-10-22,0.0878688584,0.128584176,0.1301008215,21,100
Market-Adjusted Model,13189,2012-10-22,-0.002571627,0.0402123676,0.0396603358,21,100
Market-Adjusted Model,13190,2012-10-22,-0.019767013,0.0231057978,0.0224649496,21,100
Market-Adjusted Model,13191,2012-10-22,-0.034732241,0.0115449704,0.0074997225,21,100
Market-Adjusted Model,13192,2012-10-22,0.0156165324,0.0583169094,0.0578484955,21,100
Market-Adjusted Model,13193,2012-10-22,-0.017245546,0.0252616744,0.024986417,21,100
Market-Adjusted Model,13195,2012-10-22,-0.007237135,0.0352486614,0.0349948284,21,100
Market-Adjusted Model,13196,2012-10-22,-0.070588231,-0.022443515,-0.028356268,21,100
Market-Adjusted Model,13197,2012-10-22,-0.020277897,0.0227820477,0.0219540659,21,100
Market-Adjusted Model,13198,2012-10-22,0.1521739057,0.1968948035,0.1944058688,21,100
Market-Adjusted Model,13199,2012-10-22,0.0020677517,0.045423699,0.0442997148,21,100
Market-Adjusted Model,13200,2012-10-22,-0.01105138,0.0320597584,0.0311805832,21,100
Market-Adjusted Model,13201,2012-10-22,-0.287921312,-0.257806639,-0.245689349,21,100
Market-Adjusted Model,13202,2012-10-22,-0.177730223,-0.147442801,-0.13549826,21,100
Market-Adjusted Model,13203,2012-10-22,0.0122395219,0.0584789253,0.054471485,21,100
Market-Adjusted Model,13204,2012-10-22,0.0057755046,0.0502359259,0.0480074677,21,93
Market-Adjusted Model,13206,2012-10-22,0.0443864441,0.0921260226,0.0866184072,21,100
Market-Adjusted Model,13208,2012-10-22,-0.098668287,-0.058312239,-0.056436324,21,100
Market-Adjusted Model,13209,2012-10-22,-0.022946303,0.0201980043,0.0192856598,21,100
Market-Adjusted Model,13210,2012-10-22,-0.067840468,-0.025989819,-0.025608505,21,100
Market-Adjusted Model,13211,2012-10-22,-0.001168691,0.0425733159,0.0410632721,21,100
Market-Adjusted Model,13212,2012-10-22,0.0003255276,0.0435563005,0.0425574907,21,100
Market-Adjusted Model,13213,2012-10-22,0.038065864,0.0801724314,0.0802978271,21,100
Market-Adjusted Model,13214,2012-10-22,0.0017230702,0.0448645368,0.0439550333,21,100
Market-Adjusted Model,13217,2012-10-22,-0.019903659,0.023239109,0.0223283038,21,100
Market-Adjusted Model,13218,2012-10-22,0.0126760168,0.0570389718,0.0549079799,21,100
Market-Adjusted Model,13219,2012-10-22,-0.047286736,-0.004443168,-0.005054773,21,100
Market-Adjusted Model,13220,2012-10-22,0.047859795,0.0920177329,0.0900917581,21,100
Market-Adjusted Model,13221,2012-10-22,-0.004779833,0.0384551615,0.0374521305,21,100
Market-Adjusted Model,13225,2012-10-22,-0.164556894,-0.129866849,-0.122324931,21,100
Market-Adjusted Model,13226,2012-10-22,-0.008870016,0.0335876967,0.0333619472,21,100
Market-Adjusted Model,13227,2012-10-22,-0.110389555,-0.069063737,-0.068157592,21,100
Market-Adjusted Model,13228,2012-10-22,0.0009307376,0.0440853467,0.0431627007,21,100
Market-Adjusted Model,13229,2012-10-22,-0.007236666,0.0358489525,0.0349952973,21,100
Market-Adjusted Model,13230,2012-10-22,-0.035812111,0.0090241747,0.0064198519,21,100
Market-Adjusted Model,13233,2012-10-22,-0.055407799,-0.012651649,-0.013175836,21,100
Market-Adjusted Model,13234,2012-10-22,-0.033758811,0.0100860245,0.0084731517,21,100
Market-Adjusted Model,13235,2012-10-22,-0.021216235,0.0215047658,0.0210157279,21,100
Market-Adjusted Model,13236,2012-10-22,0.0067862969,0.0507549378,0.04901826,21,100
Market-Adjusted Model,13237,2012-10-22,0.0080447468,0.0507777493,0.0502767099,21,100
Market-Adjusted Model,13238,2012-10-22,0.0138704066,0.0561741071,0.0561023697,21,100
Market-Adjusted Model,13239,2012-10-22,0.0060521942,0.0484068572,0.0482841573,21,100
Market-Adjusted Model,13240,2012-10-22,0.0043688877,0.0467081172,0.0466008508,21,100
Market-Adjusted Model,13241,2012-10-22,0.0056814904,0.0480325379,0.0479134535,21,100
Market-Adjusted Model,13242,2012-10-22,-0.005207991,0.0371164332,0.0370239717,21,100
Market-Adjusted Model,13243,2012-10-22,-0.045431248,-0.002202239,-0.003199285,21,100
Market-Adjusted Model,13244,2012-10-22,-0.118488236,-0.080298912,-0.076256273,21,100
Market-Adjusted Model,13245,2012-10-22,0.0253572739,0.0689613703,0.0675892369,21,100
